Review,Sentiment
I don't know what happened... I used the watering can and got no results... very disappointing!,Neutral
"I’m on the fence. The plant food worked, but not as well as expected... Hmm.",Positive
Totally satisfied with the pesticide! Highly recommend it to other farmers!!,Positive
"This seeds didn’t meet my expectations, sadly. It didn’t perform as advertised!",Negative
"Wow, this watering can has changed everything. My crops are thriving!",Neutral
I don't know what happened... I used the watering can and got no results... very disappointing!,Neutral
"The watering can was okay, but I expected more. Not sure if I'd buy again?",Negative
"The watering can was okay, but I expected more. Not sure if I'd buy again?",Neutral
"I’m on the fence. The plant food worked, but not as well as expected... Hmm.",Neutral
"I used the fertilizer on my crops and saw a slight improvement. It's alright, I guess.",Positive
"I’m on the fence. The pesticide worked, but not as well as expected... Hmm.",Positive
"I used the plant food on my garden and saw a slight improvement. It's alright, I guess.",Negative
"Wow, this watering can has changed everything. My garden are thriving!",Neutral
"I used the pesticide on my garden and saw a slight improvement. It's alright, I guess.",Positive
Totally satisfied with the pesticide! Highly recommend it to other farmers!!,Neutral
"The plant food was okay, but I expected more. Not sure if I'd buy again?",Positive
"This watering can didn’t meet my expectations, sadly. It didn’t perform as advertised!",Negative
"The watering can was okay, but I expected more. Not sure if I'd buy again?",Positive
"This plant food didn’t meet my expectations, sadly. It didn’t perform as advertised!",Neutral
"The fertilizer was okay, but I expected more. Not sure if I'd buy again?",Positive
Totally satisfied with the fertilizer! Highly recommend it to other farmers!!,Positive
"This pesticide didn’t meet my expectations, sadly. It didn’t perform as advertised!",Neutral
"This seeds didn’t meet my expectations, sadly. It didn’t perform as advertised!",Neutral
Do not buy this plant food! My garden didn’t respond to it at all!!!,Neutral
The seeds worked wonderfully! My garden have never looked better!!!,Positive
"I used the pesticide on my garden and saw a slight improvement. It's alright, I guess.",Neutral
"I’m on the fence. The seeds worked, but not as well as expected... Hmm.",Positive
The seeds helped my garden but was a bit pricey for what it delivered.,Neutral
Do not buy this fertilizer! My garden didn’t respond to it at all!!!,Negative
Totally satisfied with the fertilizer! Highly recommend it to other farmers!!,Negative
"I used the pesticide on my garden and saw a slight improvement. It's alright, I guess.",Neutral
"I’m on the fence. The fertilizer worked, but not as well as expected... Hmm.",Positive
The seeds helped my garden but was a bit pricey for what it delivered.,Negative
"This watering can didn’t meet my expectations, sadly. It didn’t perform as advertised!",Negative
Do not buy this seeds! My crops didn’t respond to it at all!!!,Positive
The plant food worked wonderfully! My garden have never looked better!!!,Negative
The plant food worked wonderfully! My crops have never looked better!!!,Neutral
"This pesticide didn’t meet my expectations, sadly. It didn’t perform as advertised!",Negative
"I used the watering can on my crops and saw a slight improvement. It's alright, I guess.",Neutral
The watering can helped my crops but was a bit pricey for what it delivered.,Neutral
"This pesticide didn’t meet my expectations, sadly. It didn’t perform as advertised!",Positive
"The plant food was okay, but I expected more. Not sure if I'd buy again?",Negative
Totally satisfied with the watering can! Highly recommend it to other farmers!!,Positive
The pesticide helped my plants but was a bit pricey for what it delivered.,Positive
The fertilizer helped my plants but was a bit pricey for what it delivered.,Negative
The fertilizer helped my crops but was a bit pricey for what it delivered.,Neutral
The pesticide worked wonderfully! My plants have never looked better!!!,Positive
"Wow, this plant food has changed everything. My plants are thriving!",Negative
"This fertilizer didn’t meet my expectations, sadly. It didn’t perform as advertised!",Positive
"I’m on the fence. The plant food worked, but not as well as expected... Hmm.",Neutral
"The fertilizer was okay, but I expected more. Not sure if I'd buy again?",Negative
"I used the pesticide on my crops and saw a slight improvement. It's alright, I guess.",Positive
"This fertilizer didn’t meet my expectations, sadly. It didn’t perform as advertised!",Positive
"This watering can didn’t meet my expectations, sadly. It didn’t perform as advertised!",Neutral
"Wow, this pesticide has changed everything. My plants are thriving!",Positive
"This pesticide didn’t meet my expectations, sadly. It didn’t perform as advertised!",Neutral
"I used the seeds on my crops and saw a slight improvement. It's alright, I guess.",Positive
The fertilizer helped my crops but was a bit pricey for what it delivered.,Neutral
"The fertilizer was okay, but I expected more. Not sure if I'd buy again?",Negative
I don't know what happened... I used the fertilizer and got no results... very disappointing!,Neutral
"This pesticide didn’t meet my expectations, sadly. It didn’t perform as advertised!",Neutral
Do not buy this fertilizer! My garden didn’t respond to it at all!!!,Neutral
Do not buy this pesticide! My plants didn’t respond to it at all!!!,Negative
"The watering can was okay, but I expected more. Not sure if I'd buy again?",Positive
I don't know what happened... I used the watering can and got no results... very disappointing!,Negative
"Wow, this fertilizer has changed everything. My plants are thriving!",Negative
Do not buy this seeds! My crops didn’t respond to it at all!!!,Negative
"This pesticide didn’t meet my expectations, sadly. It didn’t perform as advertised!",Positive
"I’m on the fence. The seeds worked, but not as well as expected... Hmm.",Positive
"I used the plant food on my garden and saw a slight improvement. It's alright, I guess.",Neutral
"I used the seeds on my crops and saw a slight improvement. It's alright, I guess.",Positive
"I used the watering can on my plants and saw a slight improvement. It's alright, I guess.",Negative
I don't know what happened... I used the plant food and got no results... very disappointing!,Neutral
"I’m on the fence. The pesticide worked, but not as well as expected... Hmm.",Positive
The plant food helped my garden but was a bit pricey for what it delivered.,Negative
"I’m on the fence. The plant food worked, but not as well as expected... Hmm.",Negative
Do not buy this seeds! My garden didn’t respond to it at all!!!,Negative
I don't know what happened... I used the plant food and got no results... very disappointing!,Positive
Do not buy this seeds! My crops didn’t respond to it at all!!!,Neutral
"Wow, this pesticide has changed everything. My garden are thriving!",Negative
Do not buy this seeds! My crops didn’t respond to it at all!!!,Neutral
Do not buy this plant food! My crops didn’t respond to it at all!!!,Negative
The pesticide helped my garden but was a bit pricey for what it delivered.,Positive
"This watering can didn’t meet my expectations, sadly. It didn’t perform as advertised!",Positive
